Id,Clientes,Transacción,Categoría,Descripción,Precio,TipoContrato,Superficie,Área,Dirección,ÁreaInterior,Habitaciones,Baños,Edad,Edad_prom,Piso,Administración,Barrio,Estrato,Garages,Extras,Latitud,Longitud,PrecioM2,Ascensor,Depósito,ModifyDate,Link
120,Paula Martinez,Venta,Apartamento,"Apto de 1 alcoba y 1 baño barrio Pasadena en Bogota, hermosos acabados. Zonas comunes: salon comunal, lobby, ascensor, vigilancia 24 hrs. terraza con zona bbq, Parqueadero cubierto. 4to piso, puerta de seguridad, Deposito.",227000000,Particular,38,38,Cr 51 No 106 67,,1,1,9 a 15 años,12.0,4,324500,Pasadena,4,1,"Interiores$Calentador, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.695574283599849,-74.0613708496094,5973684.21,1,1,3/3/2021 12:24:41 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6145721.aspx
121,Gran Urbe Inmobiliaria,Venta,Apartamento,"Sorprendente y amplio apartamento de 82, 30 mts2. en Pasadena. Este espléndido espacio cuenta con 2 habitaciones y 3 baños (las habitaciones con baño),  sala-comedor,  cocina integral abierta con mesón tipo americano,  zona de lavandería y balcón. Adicional,  tiene 2 parqueadero y 1 depósito. Edificio con salón comunal,  gimnasio teatrino y seguridad 24 hrs. Excelente iluminación,  ventilación y ubicación..",545000000,Professional,82,82,Carrera 50  103,"82,00 m2",2,3,1 a 8 años,4.5,0,500000,Pasadena,0,2,"Interiores$Balcón, Barra estilo americano, Calentador, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia, Zona Infantil",4.69094228744507,-74.06019592285159,6622114.22,1,1,3/24/2021 6:21:55 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6206029.aspx
122,Silvia Padilla,Venta,Apartamento,"21- 174 Hermoso apartamento, en 3er piso exterior, con 43m2 distribuidos en sala - comedor con lindos pisos laminados, iluminación y ventilación natural, balcón, cocina abierta tipo americana, con mesón en granito y estufa en isla, zona de ropas amplia e independiente, una habitación con baño privado , un baño social. Parqueadero y Deposito",310000000,Particular,43,43,cra 54  106,"43,00 m2",1,2,1 a 8 años,4.5,3,289,Pasadena,3,1,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Citófono, Cocina tipo Americano, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Portería / Recepción, Vigilancia, Vista panorámica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.695059776306151,-74.0634384155273,7209302.33,1,0,3/2/2021 2:09:26 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6142875.aspx
123,PAISVIVIENDA SAS,Venta,Apartamento,"Excelente apartamento ubicado en cuarto piso exterior,  cocina abierta,  dos alcobas y estudio,  exterior. dos parqueaderos independientes. excelentes acabados. Edificio con terraza BBQ,  gimnasio,  cerca a Iserra 100,  almacén los tres elefantes..",565000000,Professional,94,94,Carrera 51 No. 102A - 63,"94,00 m2",2,3,1 a 8 años,4.5,4,700000,Pasadena,4,2,"Interiores$Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69093990325928,-74.0620803833008,6010638.3,1,1,3/24/2021 11:33:06 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6069564.aspx
124,Workteam Inmuebles,Venta,Apartamento,Pasadena 3 alcobas 3 baños Sala comedor con chimenea y balcón Cocina cerrada Zona de lavandería 2 garajes en línea y depósito 11 años de construcción Piso 2 interior iluminado.,495000000,Professional,91,91,carrera 50  108 - 20,,3,3,9 a 15 años,12.0,2,530000,Pasadena,2,2,"Interiores$Balcón, Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Loft",4.696869850158691,-74.0603713989258,5439560.44,1,1,3/1/2021 6:39:09 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6086360.aspx
125,Gloria Vasquez,Venta,Apartamento,Vendo apartamento Pasadena A una cuadra del Carulla 2 habitaciones 1 estudio 2 baños Sala comedor zona de lavandería y cocina 1 deposito y un parqueadero Edificio con salón comunal Ascensor vigilancia 24h Estrato 5,300000000,Particular,57,57,Cra 51 103B-71,,2,2,,0.0,0,0,Pasadena,0,0,,0.0,0.0,5263157.89,0,0,3/1/2021 5:28:57 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6139960.aspx
126,NELLY NIÑO DIAZ,Venta,Apartamento,"VENTA Apto Int., 2 Piso, Pasadena, Admon 436.000, Area 76 m2, Est.5,  2 Habitaciones, 1 Estudio/Alcoba. Alc. ppal.Baño Privado, closets amplios. Sala comedor con chimenea a gas, Zona de ropas independiente, 2 baños, 1 parqueadero, Cocina abierta. Ascensor. Pisos baños, cocina y patio de Ropas en Porcelanato. 11 años de construido. pisos de alcobas y zona social del apto en madera laminada. El Edificio tiene 6 piso, 16  aptos, 4 parqueaderos de visitantes, Vigilancia las 24 horas.",375999999,Particular,76,76,Calle 102A 51-21,"76,00 m2",3,2,9 a 15 años,12.0,2,436000,Pasadena,2,1,"Interiores$Barra estilo americano, Calentador, Citófono, Cocina Integral, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia, Zona Infantil|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.68997001647949,-74.06224060058591,4947368.41,1,0,2/28/2021 3:10:36 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6116725.aspx
127,Al Punto,Venta,Apartamento,"Se vende espectacular apartamento en Pasadena,  excelente ubicación estratégica cuenta con 2 habitaciones grandes con closets,  cocina integral,  gas natural,  zona de lavandería,  un estudio,  deposito,  1parqueaderos,  el edificio tiene ascensor,  el inmueble esta ubicado piso 6vigilancia 24 horas cerca club Ecopetrol,  estación suba calle 100,  Puentelargo,  3 elefantes,  iserra 100,  acceso sistema de transporte masivo,  vias acceso avenida calle 100,  avenida carrera 53,  calle 100,  avenida suba.",320000000,Professional,68,68,Calle 102A  51-21,"68,00 m2",2,2,1 a 8 años,4.5,6,400000,Pasadena,6,1,"Interiores$Calentador, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.68997001647949,-74.06224060058591,4705882.35,1,1,3/5/2021 7:50:36 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6116328.aspx
128,Synergy Soluciones Inmobiliarias SAS,Venta,Apartamento,"Apartamento ubicado en 4to piso interior,  72 m2,  consta de 2 alcobas,  2 baños,  sala comedor con chimenea y balcón,  cocina tipo americano,  cuarto de ropas independiente,  2 parqueaderos y deposito,   acabados modernos,  edificio con salón social,  BBQ,  parqueadero de visitantes. MAYOR INFO CAMILO TIBOCHA!!.",450000000,Professional,72,72,cra 50 103 50,,2,2,1 a 8 años,4.5,4,391000,Pasadena,4,2,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina tipo Americano, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Jardín, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.67395305633545,-74.0869903564453,6250000.0,1,0,3/11/2021 3:44:22 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6166777.aspx
129,YB Inmobiliaria,Venta,Apartamento,"¡OPORTUNIDAD! Este Apartamento de 72 metros cuadrados está en uno de los mejores barrios de Bogotá. 2 Habitaciones,  2 Baños,  1 Garaje Cubierto Independiente,  1 Depósito,  Ascensor,  Sala Comedor con Chimenea,  Cocina Integral,  Zona de lavandería,  AGRADABLE!,  EXCELENTE UBICACION,  Rodeado de Parques,  Barrio muy RECURSIVO,  con buenas vías de ACCESO. ¡Usted lo estaba buscando! ¡Nosotros lo tenemos!.",310000000,Professional,72,72,CR 51 106 28,,2,2,16 a 30 años,23.0,2,370000,Pasadena,2,1,"Interiores$Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Jardín, Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.6951699256897,-74.0612487792969,4305555.56,1,1,2/25/2021 9:25:48 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6107048.aspx
130,Inmobiliaria COBRACS SAS,Venta,Apartamento,"Apartamento Ubicado en Pasadena , ,  conjunto Torres de Zamora ,  especificaciones : Sala comedor con chimenea, cocina ,  cuarto de ropas ,  dos habitaciones ,  dos baños ,  habitación principal con baño ,  vestier , Apartamento interior ,  un garaje ,  y un deposito ,  26 años de construcción ,  zonas comunes , un salón comunal y un ascensor .cerca a la calle 100 y a la suba..",380000000,Professional,74,74,Calle 107 # 53 - 20,"74,00 m2",2,2,16 a 30 años,23.0,0,0,Pasadena,0,1,"Interiores$Baño Auxiliar, Chimenea, Cocina Integral, Depósito / Bodega, Piso en Baldosa /  Mármol, Shut de basura|Exteriores$Ascensor, En conjunto cerrado, Garaje Cubierto, Parqueadero Visitantes, Portería / Vigilancia, Salón Comunal, Zonas Verdes|del Sector$Cómodas vias de acceso, Parques cercanos, Sobre vía secundaria, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69600009918213,-74.06199645996091,5135135.14,1,1,3/11/2021 4:38:04 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6127495.aspx
131,Century 21 Valor Inmobiliario SAS,Venta,Apartamento,"C21 Valor Inmobiliario tiene el gusto de presentar este apartamento con una ubicación privilegiada por sus diferentes vías de acceso,  puedes tomar diferentes rutas como los son,  autopista Norte,  AV. Calle 106 ,  Calle 116 y Avenida Suba. Rodeado de zonas comerciales como es el Carulla Pasadena,  Los Tres Elefenates y la Clinica Jorge Piñeros Corpas entre otros . Al ingresar al apto,  en su primer nivel encontrarás la zona social,  compuesto por una excelente Sala - Comedor para disfrutar junto a la chimenea . Un estudio privado,  su baño social completo,  cocina cerrada muy amplia con zona de ropas,  2 habitaciones la principal con baño privado y un segundo baño de alcobas completo. Bajo las escaleras encontramos un pequeño hall y subir las escaleras tenemos un espacio ideal para estar de televisión o segundo estudio si lo deseas. 2 alcobas ,  la habitación principal con un baño espacioso la segunda ahabitacion con walk-in closet y un segundo baño de alcoba,  cocina amplia con zona de lavanderia y terraza.",480000000,Professional,88,88,KR 45A 104B 44,"88,00 m2",4,4,,0.0,3,0,Pasadena,3,1,,4.69307518005371,-74.0570602416992,5454545.45,0,0,3/16/2021 8:07:40 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6186321.aspx
132,Orlando Fragozo,Venta,Apartamento,"Dúplex muy cómodo, con buena entrada de luz y sol para que disfrutes con toda tu familia de sus amplios espacios. Cuatro habitaciones, tres de ellas con balcón propio con vista exterior. Tres baños completos y uno social para tus visitas. Tres parqueaderos, uno independiente y otros dos en línea. Dos depósitos. Ideal para familias jóvenes que les guste el ejercicio y puedan subir y bajar cinco pisos por las escaleras para mantenerse en forma (no ascensor). Zona residencial tranquila y central.",645000000,Particular,169,169,Carrera 51  103B - 57,,4,4,16 a 30 años,23.0,5,579000,Pasadena,5,3,"Interiores$Balcón, Baño Auxiliar, Chimenea, Cocina Integral, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Portería / Recepción, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.6922402381897,-74.0618667602539,3816568.05,0,1,3/24/2021 5:48:14 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6128176.aspx
133,Gran Urbe Inmobiliaria,Venta,Apartamento,"Bellísimo apartamento de 52 mts2. en Pasadena. Este magnífico espacio cuenta con 2 habitaciones y 2 baños (la principal con baño privado y walking closet),  sala-comedor con balcón,  cocina integral abierta y espacio independiente para torre de lavadora/secadora. 1 Parqueadero. Este apartamento cuenta con muy buena distribución e iluminación,  además de estar en un excelente estado..",335000000,Professional,52,52,Calle 106 B  54 - 27,"52,00 m2",2,2,1 a 8 años,4.5,2,405000,Pasadena,2,1,"Interiores$Balcón, Barra estilo americano, Calentador, Citófono, Cocina Integral, Cocina tipo Americano, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69591999053955,-74.0638732910156,6442307.69,1,0,3/2/2021 10:12:12 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5327362.aspx
134,Gran Urbe Inmobiliaria,Venta,Apartamento,"Moderno apartamento para estrenar de 65 mts2 en Pasadena. El espacio cuenta con 2 habitaciones y 3 baños (las dos habitaciones tienen baño privado y closet),  sala  comedor con chimenea,  cocina abierta con mesón tipo americano,  zona de ropas independiente y balcón pequeño. Piso laminado en zonas sociales y habitaciones y porcelanato en cocina,  baños y lavandería. Espacio para pequeño estudio y hall de entrada; 2 Parqueaderos cubiertos y 1 depósito. Edificio terraza,  golfito,  vigilancia 24 hrs..",430000000,Professional,65,65,Carrera 51  102,"65,00 m2",2,3,1 a 8 años,4.5,2,245000,Pasadena,2,2,"Interiores$Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69343614578247,-74.0608444213867,6615384.62,1,1,2/24/2021 4:33:06 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5673368.aspx
135,Jorge Coy,Venta,Apartamento,"Apartamento interno muy tranquilo, amplios espacios con buena iluminación, sala y comedor independientes, acceso por calle 122 y calle 116, ubicado en un sector con amplios parques.",469000000,Particular,123,123,Cra 52  106 - 83,,3,2,16 a 30 años,23.0,2,350000,Pasadena,2,2,"Interiores$Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Cuarto de servicio, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.69593000411987,-74.0619735717773,3813008.13,0,1,2/23/2021 3:46:42 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6122514.aspx
136,Selene Guerrero,Venta,Apartamento,"Vendo apartamento en Pasadena. 78 m2. Piso 5 lateral con ascensor. De 15 a 20 años. Sala comedor, 2 alcobas, 2 baños,cocina cerrada. 1 garaje independiente cubierto. Edificio con servicio de Ascensor, vigilancia 24/7, CCTV, citofonía. Info (310)(815)(3575)",325000000,Particular,78,78,cl 104,"78,00 m2",2,2,16 a 30 años,23.0,5,460000,Pasadena,5,1,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia, Vivienda Multifamiliar|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.694740295410161,-74.0616683959961,4166666.67,1,0,2/23/2021 1:19:42 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6121407.aspx
137,Mision Inmobiliaria & Zulma Sandoval Fincaraiz,Venta,Apartamento,"ZS-768 Lindo y esquinero con excelente iluminación para estrenar,  entrega inmediata. 3 habitaciones principal con baño privado,  zona social en un solo ambiente con chimenea a gas y balcon,  baño social,  cocina abierta,  2 parqueaderos y deposito. Edificio con  lobby,  salón de entretenimiento,  salón de reuniones,  salón de juegos infantiles,  gym,  terraza con Bbq,  terraza con parque infantil,  2 accesos vehiculares y un acceso peatonal,  12 parqueaderos de visitantes,  caldera,  .",888000000,Professional,125,125,calle 104A # 47A-14,"125,00 m2",3,3,1 a 8 años,4.5,3,0,Pasadena,3,2,"Interiores$Balcón, Baño Auxiliar, Baño Independiente, Calentador, Chimenea, Citófono, Closet, Cocina Equipada, Cocina Integral, Depósito / Bodega, Zona de lavandería|Exteriores$Acceso Pavimentado, Asador, Ascensor, Canchas Deportivas, Circuito cerrado de TV, Cochera, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Gimnasio, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia, Vista panorámica, Vivienda Multifamiliar, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.692348957061769,-74.0589828491211,7104000.0,1,1,2/22/2021 6:08:56 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5344506.aspx
